datum,meting
2016-09-16,0.001
2016-10-10,-0.0065
2016-11-03,0.003
2016-11-27,-0.0063
2016-12-21,-0.0025
2017-01-14,0.0017
2017-02-07,0.0076
2017-03-03,0.0066
2017-03-27,-0.003
2017-04-20,-0.0026
2017-05-14,0.0011
2017-06-07,0.0075
2017-07-01,0.0027
2017-07-25,-0.005
2017-08-18,0.001
2017-09-11,-0.002
2017-10-05,-0.0027
2017-10-29,0.0012
2017-11-22,-0.0057
2017-12-16,0.0003
2018-01-09,-0.0026
2018-02-02,-0.0036
2018-02-26,0.0002
2018-03-22,-0.0072
2018-04-15,-0.0028
2018-05-09,-0.0004
2018-06-02,-0.0058
2018-06-26,0.0008
2018-07-20,-0.005
2018-08-13,-0.0034
2018-09-06,0.0002
2018-09-30,-0.0022
2018-10-24,-0.0004
2018-11-17,-0.0008
2018-12-11,0.0015
2015-04-07,0.0
2015-05-01,-0.0047
2015-06-18,0.0003
2015-07-12,-0.0024
2015-08-05,-0.0071
2015-08-29,-0.0008
2015-09-22,0.006
2015-10-16,-0.001
2015-11-09,-0.0017
2015-12-03,-0.0031
2015-12-27,-0.0005
2016-01-20,-0.0033
2016-02-13,0.0016
2016-03-08,-0.0002
2016-04-01,-0.0025
2016-04-25,-0.001
2016-05-19,-0.0032
2016-06-12,-0.0037
2016-07-06,0.0131
2016-07-30,-0.0017
2016-08-23,-0.0015
2017-10-05,0.0044
2017-10-29,0.0065
2017-11-22,0.0024
2017-12-16,0.0053
2018-01-09,0.0041
2018-02-02,0.0065
2018-02-26,0.0058
2018-03-22,0.0094
2018-04-15,0.0022
2018-05-09,0.0055
2018-06-02,0.0067
2018-06-26,0.0043
2018-07-20,0.0044
2018-08-13,0.0035
2018-09-06,0.004
2018-09-30,0.0036
2018-10-24,0.007
2018-11-17,0.0056
2018-12-11,0.0033
2015-05-01,-0.0056
2015-06-18,0.0029
2015-07-12,-0.0057
2015-08-05,0.0
2015-08-29,-0.0005
2015-09-22,0.0147
2015-10-16,-0.0018
2015-11-09,0.0002
2015-12-03,0.0035
2015-12-27,0.0035
2016-01-20,-0.0018
2016-02-13,-0.0001
2016-03-08,0.0005
2015-08-29,-0.0023
2015-09-22,0.0083
2015-10-16,0.005
2015-11-09,-0.0003
2015-12-03,0.0004
2015-12-27,0.0013
2016-01-20,-0.0036
2016-02-13,0.0062
2016-03-08,-0.0056
2016-04-01,-0.001
2016-04-25,0.0017
2016-05-19,-0.0026
2016-06-12,0.0016
2016-07-06,0.0109
2016-07-30,-0.0063
2016-08-23,0.0043
2016-09-16,0.0062
2016-10-10,0.0074
2016-11-03,0.0046
2016-11-27,0.0039
2016-12-21,0.001
2017-01-14,0.0096
2017-02-07,0.0072
2017-03-03,0.0061
2017-03-27,0.0048
2017-04-20,0.0042
2017-05-14,0.0074
2017-06-07,0.0188
2017-07-01,0.0121
2017-07-25,0.0062
2017-08-18,0.002
2017-09-11,0.0017
2017-10-05,0.0078
2017-10-29,0.0051
2017-11-22,0.0002
2017-12-16,0.0096
2018-01-09,0.008
2018-02-02,0.0036
2018-02-26,0.0028
2018-03-22,0.0063
2018-04-15,-0.0027
2018-05-09,0.01
2018-06-02,0.0122
2018-06-26,0.0084
2018-07-20,0.0048
2018-08-13,-0.0036
2018-09-06,0.0032
2018-09-30,0.0004
2018-10-24,0.0047
2018-11-17,0.0009
2018-12-11,0.0055
2015-04-07,0.0
2015-05-01,-0.0001
2015-06-18,-0.0001
2015-07-12,-0.0004
2015-08-05,0.0007
2015-08-29,0.0011
2015-09-22,0.0042
2015-10-16,0.0035
2015-11-09,0.0008
2015-12-03,0.0014
2015-12-27,0.0007
2016-01-20,-0.0004
2016-02-13,0.0023
2016-03-08,0.0014
2016-04-01,0.0025
2016-04-25,0.0049
2016-05-19,0.0005
2016-06-12,0.003
2016-07-06,0.0058
2016-07-30,0.0022
2016-08-23,0.0036
2016-09-16,0.0015
2016-10-10,0.0015
2016-11-03,0.0018
2016-11-27,0.0037
2016-12-21,0.0017
2017-01-14,0.0055
2017-02-07,0.002
2017-03-03,0.0015
2017-03-27,0.0027
2017-04-20,0.0032
2017-05-14,0.001
2017-06-07,0.0066
2017-07-01,0.0048
2017-07-25,0.0015
2017-08-18,0.0021
2017-09-11,0.0
2017-10-05,-0.0006
2017-10-29,-0.0021
2017-11-22,0.0013
2017-12-16,-0.0014
2018-01-09,0.0001
2018-02-02,0.0002
2018-02-26,0.0004
2018-03-22,-0.0004
2018-04-15,-0.0034
2018-05-09,-0.0007
2018-06-02,-0.0003
2018-06-26,0.0
2018-07-20,0.001
2018-08-13,-0.0034
2018-09-06,-0.0037
2018-09-30,-0.0028
2018-10-24,-0.0001
2018-11-17,-0.0025
2018-12-11,-0.0032
2015-04-07,0.0
2015-05-01,-0.0065
2015-06-18,-0.0092
2015-07-12,0.006
2015-08-05,0.0004
2015-08-29,0.0029
2015-09-22,-0.0107
2015-10-16,0.0033
2015-04-07,0.0
2015-05-01,0.0018
2015-06-18,0.0027
2015-07-12,0.0019
2015-08-05,0.0025
2015-08-29,0.0073
2015-09-22,-0.0012
2015-10-16,-0.0077
2015-11-09,0.0091
2015-12-03,0.0049
2015-12-27,0.007
2016-01-20,0.0071
2016-02-13,0.0071
2016-03-08,0.0089
2016-04-01,0.0038
2016-04-25,0.0063
2016-05-19,0.002
2016-06-12,0.0029
2016-07-06,0.0118
2016-07-30,0.0049
2016-08-23,0.0107
2016-09-16,0.0066
2016-10-10,0.005
2016-11-03,0.0077
2016-11-27,0.006
2016-12-21,0.0041
2017-01-14,0.0058
2017-02-07,0.0133
2017-03-03,0.0107
2017-03-27,0.0039
2017-04-20,0.0006
2017-05-14,0.0038
2017-06-07,0.0089
2017-07-01,0.0082
2017-07-25,0.0163
2017-08-18,0.0033
2017-09-11,0.0058
2015-04-07,0.0
2015-05-01,0.0024
2015-06-18,-0.0133
2015-07-12,-0.0003
2015-08-05,-0.0029
2015-11-09,-0.0059
2015-12-03,-0.0001
2015-12-27,-0.0069
2016-01-20,0.0002
2016-02-13,0.0033
2016-09-16,0.0041
2016-10-10,0.004
2016-11-03,0.0044
2016-11-27,-0.0039
2016-12-21,0.0032
2017-01-14,0.0076
2017-02-07,0.0016
2017-03-03,0.0052
2017-03-27,0.0048
2017-04-20,0.0054
2017-05-14,0.0031
2017-06-07,0.0097
2017-07-01,0.006
2017-03-27,0.0043
2017-04-20,0.0052
2017-05-14,0.0023
2017-06-07,0.0086
2017-07-01,0.0098
2017-07-25,0.0067
2017-08-18,0.0076
2017-09-11,0.002
2017-10-05,0.0003
2017-10-29,0.0017
2017-07-25,0.0088
2017-08-18,0.0015
2017-09-11,-0.015
2017-10-05,0.0038
2017-10-29,0.0012
2017-11-22,0.0008
2017-12-16,0.0036
2016-04-01,0.0053
2018-01-09,-0.0005
2018-02-02,0.0
2017-11-22,0.0003
2017-12-16,0.0048
2018-01-09,0.0022
2018-02-02,0.0039
2018-02-26,0.0044
2018-03-22,0.0079
2018-02-26,0.0026
2018-04-15,-0.0027
2016-04-25,-0.0026
2018-05-09,0.0005
2018-06-02,-0.0024
2018-03-22,0.0075
2018-04-15,-0.0012
2018-05-09,0.0005
2018-06-26,0.0028
2016-05-19,0.0018
2018-07-20,0.0007
2018-08-13,0.0024
2018-06-02,0.0054
2018-06-26,0.0036
2018-07-20,0.0039
2018-09-06,0.008
2018-08-13,0.0048
2018-09-30,0.0014
2016-06-12,-0.0001
2018-10-24,0.0047
2018-11-17,-0.0003
2018-12-11,-0.0002
2015-04-07,0.0
2018-09-06,0.0022
2018-09-30,-0.0001
2018-10-24,0.0056
2018-11-17,0.0012
2018-12-11,0.0033
2015-04-07,0.0
2015-05-01,0.0013
2015-06-18,0.0102
2015-05-01,-0.0048
2015-07-12,0.001
2015-06-18,0.0026
2016-07-06,-0.0011
2015-07-12,0.0019
2015-08-05,-0.006
2015-08-05,0.0008
2015-08-29,0.0045
2015-09-22,0.0067
2015-08-29,-0.0113
2015-10-16,-0.0051
2015-09-22,-0.0003
2016-07-30,-0.0154
2015-10-16,0.003
2015-11-09,-0.0039
2015-11-09,-0.011
2015-12-03,0.0016
2015-12-27,0.0016
2015-12-03,-0.0027
2016-08-23,-0.0046
2015-12-27,0.0016
2016-01-20,0.0044
2016-01-20,0.0033
2016-02-13,0.0021
2016-03-08,0.0023
2016-02-13,0.0004
2016-03-08,-0.0033
2016-04-01,0.0062
2016-09-16,0.0007
2016-04-25,0.0251
2016-05-19,0.0072
2016-04-01,0.0072
2016-04-25,-0.0004
2016-05-19,-0.0017
2016-06-12,0.008
2016-10-10,-0.0032
2016-07-06,0.0157
2016-07-30,0.0043
2016-06-12,0.0089
2016-07-06,0.0063
2016-07-30,-0.0061
2016-08-23,0.0108
2016-09-16,0.0021
2016-08-23,0.0035
2016-11-03,-0.0039
2016-09-16,-0.0007
2016-10-10,0.0037
2016-10-10,0.001
2016-11-03,0.0083
2016-11-27,0.0012
2016-11-27,0.0053
2016-12-21,0.0038
2016-11-03,0.0017
2016-11-27,0.0057
2016-12-21,0.0022
2017-01-14,0.01
2016-12-21,0.001
2017-02-07,0.0121
2017-03-03,0.0106
2017-01-14,0.006
2017-02-07,-0.0002
2017-03-03,0.0057
2017-03-27,-0.0036
2017-04-20,0.0011
2017-05-14,-0.0018
2017-06-07,0.0059
2017-07-01,0.0047
2017-07-25,-0.0022
2017-08-18,-0.0014
2017-03-27,0.0058
2017-04-20,0.0052
2017-05-14,0.0055
2017-06-07,0.0125
2017-07-01,0.0111
2017-07-25,0.0069
2017-08-18,0.011
2017-09-11,0.0058
2017-10-05,0.0094
2017-10-29,0.0062
2017-09-11,-0.0005
2017-10-05,-0.0019
2017-10-29,-0.001
2017-11-22,-0.0009
2017-11-22,0.0123
2017-12-16,0.0078
2017-12-16,0.0042
2017-01-14,0.0001
2018-01-09,-0.0019
2018-02-02,0.002
2018-01-09,0.0059
2018-02-02,0.0156
2018-02-26,0.0079
2018-03-22,0.0108
2018-02-26,-0.0005
2018-03-22,0.0029
2017-02-07,-0.0026
2018-04-15,-0.0049
2018-05-09,0.0009
2018-06-02,0.001
2018-06-26,-0.0002
2018-04-15,0.0032
2018-05-09,0.0015
2018-06-02,0.0036
2018-06-26,-0.0006
2018-07-20,0.0007
2018-08-13,-0.0058
2018-07-20,-0.0012
2018-08-13,0.0185
2018-09-06,-0.0013
2018-09-06,0.002
2017-03-03,0.0049
2018-09-30,-0.0039
2018-10-24,-0.0062
2018-11-17,-0.0024
2018-09-30,-0.0063
2018-10-24,0.0001
2018-11-17,0.0029
2018-12-11,0.0007
2018-12-11,0.0033
2017-03-27,-0.0087
2015-04-07,0.0
2015-05-01,-0.0025
2015-04-07,0.0
2015-05-01,0.0027
2015-06-18,0.0015
2015-06-18,0.0026
2015-07-12,0.0016
2015-07-12,0.0046
2017-04-20,-0.0019
2015-08-05,0.0021
2015-08-29,0.0098
2015-08-05,-0.0039
2015-08-29,-0.0006
2015-09-22,0.004
2015-09-22,0.0174
2017-05-14,-0.0055
2015-10-16,0.0179
2015-11-09,0.0138
2015-10-16,0.0038
2015-11-09,0.0
2015-12-03,-0.0112
2015-12-03,0.0042
2017-06-07,0.0068
2015-12-27,0.0031
2016-01-20,0.0087
2015-12-27,-0.0015
2016-01-20,0.007
2016-02-13,-0.0022
2016-02-13,0.007
2016-03-08,0.0154
2016-03-08,-0.0096
2017-07-01,0.0011
2016-04-01,-0.002
2016-04-25,0.0034
2016-05-19,0.0057
2016-04-01,-0.002
2016-04-25,0.0115
2016-05-19,0.0032
2016-06-12,0.0052
2016-06-12,0.0032
2016-07-06,0.0067
2016-07-06,0.0108
2017-07-25,-0.0014
2016-07-30,-0.0031
2016-08-23,0.0092
2016-07-30,-0.0006
2016-08-23,0.0123
2016-09-16,0.0021
2016-09-16,0.0014
2017-08-18,-0.0034
2016-10-10,0.0045
2016-11-03,0.0115
2016-10-10,0.0028
2016-11-03,0.0022
2016-11-27,0.0042
2016-11-27,0.0096
2016-12-21,0.0054
2016-12-21,0.0006
2017-09-11,-0.0032
2017-01-14,0.0046
2017-02-07,-0.0001
2017-01-14,0.0138
2017-02-07,0.0102
2017-03-03,0.0043
2017-03-03,0.0041
2017-03-27,0.0024
2017-04-20,-0.0057
2017-05-14,0.0038
2017-06-07,0.0054
2017-07-01,0.0058
2017-07-25,0.0069
2017-08-18,0.0086
2017-10-05,0.0049
2017-10-29,0.0072
2017-11-22,0.0026
2017-12-16,0.0021
2018-01-09,0.0044
2018-02-02,0.0065
2017-09-11,0.0141
2017-10-05,-0.0049
2018-02-26,0.0034
2018-03-22,-0.0021
2018-04-15,0.0035
2018-05-09,0.0071
2018-06-02,0.0025
2017-10-29,0.0026
2018-06-26,0.0032
2018-07-20,0.0053
2017-11-22,-0.0099
2018-08-13,0.003
2018-09-06,0.0109
2017-12-16,-0.002
2018-09-30,-0.0024
2018-10-24,0.0004
2018-01-09,-0.009
2018-11-17,0.0008
2018-12-11,0.0015
2018-02-02,-0.0018
2015-04-07,0.0
2015-05-01,-0.0005
2018-02-26,-0.0082
2015-06-18,0.0049
2015-07-12,0.0004
2018-03-22,-0.0018
2015-08-05,0.0016
2015-08-29,0.0029
2018-04-15,-0.0073
2015-09-22,0.0049
2015-10-16,-0.0022
2018-05-09,-0.0053
2015-11-09,-0.0054
2015-12-03,0.003
2018-06-02,-0.0023
2015-12-27,-0.0024
2018-06-26,-0.0056
2016-01-20,-0.0018
2016-02-13,-0.0008
2018-07-20,-0.0034
2016-03-08,0.0009
2016-04-01,0.004
2018-08-13,-0.0057
2016-04-25,-0.0039
2016-05-19,0.0013
2018-09-06,-0.019
2016-06-12,-0.0008
2016-07-06,0.0133
2018-09-30,-0.0116
2016-07-30,0.0119
2016-08-23,0.005
2018-10-24,-0.0007
2016-09-16,0.0033
2016-10-10,0.0032
2018-11-17,-0.0062
2016-11-03,-0.0013
2016-11-27,0.0053
2018-12-11,-0.0084
2016-12-21,0.0024
2017-01-14,0.0001
2015-04-07,0.0
2017-02-07,-0.0007
2017-03-03,0.0001
2015-05-01,-0.0017
2017-03-27,0.0004
2015-06-18,-0.0023
2017-04-20,0.0052
2017-05-14,-0.0014
2015-07-12,0.0002
2017-06-07,0.004
2017-07-01,0.0066
2015-08-05,-0.0037
2017-07-25,0.0025
2017-08-18,0.0009
2015-08-29,0.0032
2017-09-11,-0.0006
2017-10-05,-0.0004
2017-10-29,-0.0019
2017-11-22,-0.0002
2015-09-22,0.0063
2017-12-16,-0.0007
2018-01-09,-0.0019
2018-02-02,0.002
2015-10-16,0.0044
2018-02-26,0.0026
2018-03-22,-0.0001
2015-11-09,0.0031
2018-04-15,-0.0035
2018-05-09,-0.0008
2015-12-03,0.0003
2018-06-02,-0.0014
2018-06-26,0.0005
2015-12-27,0.0022
2018-07-20,0.0024
2018-08-13,-0.0055
2016-01-20,0.0029
2018-09-06,-0.0019
2018-09-30,-0.0016
2016-02-13,0.0011
2018-10-24,-0.0028
2018-11-17,-0.0023
2016-03-08,0.0017
2018-12-11,-0.0022
2016-04-01,0.0044
2016-04-25,0.0028
2016-05-19,-0.0037
2016-06-12,-0.0006
2016-07-06,0.0076
2016-07-30,-0.0028
2016-08-23,0.003
2016-09-16,0.0008
2016-10-10,0.0034
2016-11-03,0.0015
2016-11-27,0.0067
2016-12-21,-0.0014
2017-01-14,0.0054
2017-02-07,0.0013
2017-03-03,0.001
2017-03-27,0.0002
2017-04-20,0.0053
2017-05-14,-0.0008
2017-06-07,0.0066
2017-07-01,0.0071
2017-07-25,0.0049
2017-08-18,0.0045
2017-09-11,0.0024
2017-10-05,0.0026
2017-10-29,-0.0008
2017-11-22,-0.0016
2017-12-16,0.0024
2018-01-09,-0.0033
2018-02-02,0.0016
2018-02-26,0.0001
2018-03-22,-0.002
2018-04-15,-0.0011
2018-05-09,0.0046
2018-06-02,0.0039
2018-06-26,0.0024
2018-07-20,0.0027
2018-08-13,-0.0078
2018-09-06,0.0027
2018-09-30,-0.0017
2018-10-24,0.0015
2018-11-17,0.0009
2018-12-11,0.0011
2015-04-07,0.0
2015-05-01,0.0016
2015-06-18,0.002
2015-07-12,0.0022
2015-08-05,0.004
2015-08-29,0.0043
2015-09-22,0.006
2015-10-16,0.0082
2015-11-09,-0.0016
2015-12-03,0.0008
2015-12-27,0.0024
2016-01-20,0.006
2016-02-13,0.0049
2016-03-08,0.0082
2016-04-01,0.0036
2016-04-25,0.0033
2016-05-19,0.002
2016-06-12,0.0048
2016-07-06,0.009
2016-07-30,0.0017
2016-08-23,0.0063
2016-03-08,-0.0067
2016-04-01,-0.0009
2016-04-25,-0.0002
2016-05-19,0.0036
2016-06-12,-0.0008
2016-07-06,0.0033
2016-07-30,-0.0023
2016-08-23,0.0083
2016-09-16,-0.0061
2016-10-10,0.001
2016-11-03,0.003
2016-11-27,0.0038
2016-12-21,0.0003
2017-01-14,0.0045
2017-02-07,-0.0006
2017-03-03,-0.0028
2017-03-27,0.007
2017-04-20,0.0014
2017-05-14,-0.0047
2017-06-07,0.006
2017-07-01,-0.011
2017-07-25,0.0024
2017-08-18,0.001
2017-09-11,0.0031
2017-10-05,0.0034
2017-10-29,-0.0016
2017-11-22,0.0011
2017-12-16,0.0
2018-01-09,-0.0041
2018-02-02,-0.0021
2018-02-26,0.0093
2018-03-22,-0.0056
2018-04-15,-0.0042
2018-05-09,-0.0021
2018-06-02,-0.0067
2018-06-26,-0.0046
2018-07-20,-0.003
2018-08-13,-0.0011
2018-09-06,-0.0116
2018-09-30,-0.0148
2018-10-24,-0.0033
2018-11-17,-0.0032
2018-12-11,-0.0051
2017-03-27,0.0002
2015-04-07,0.0
2015-05-01,-0.0046
2015-06-18,-0.0042
2015-07-12,-0.0047
2015-08-05,-0.0035
2015-08-29,0.0026
2015-09-22,-0.0028
2015-10-16,0.0009
2015-11-09,-0.003
2015-12-03,-0.0032
2015-12-27,0.0015
2016-01-20,-0.0003
2016-02-13,0.0022
2016-09-16,0.0025
2016-10-10,0.0015
2016-11-03,0.0026
2016-11-27,0.002
2016-12-21,0.0009
2017-01-14,0.001
2017-02-07,-0.0011
2017-03-03,0.0011
2017-03-27,0.0005
2017-04-20,0.0007
2017-05-14,0.0
2017-06-07,0.0045
2017-07-01,0.0022
2017-07-25,-0.0025
2017-08-18,-0.0001
2017-09-11,-0.0013
2017-10-05,-0.0018
2017-10-29,0.0008
2017-11-22,-0.0006
2017-12-16,0.0
2018-01-09,0.0002
2018-02-02,0.0004
2018-02-26,0.0009
2018-03-22,-0.0006
2018-04-15,-0.0043
2018-05-09,-0.0024
2018-06-02,-0.0011
2018-06-26,-0.0032
2018-07-20,-0.0002
2018-08-13,-0.0043
2018-09-06,-0.0024
2018-09-30,-0.0038
2018-10-24,-0.0012
2018-11-17,-0.0017
2018-12-11,-0.0034
2015-04-07,0.0
2015-05-01,0.005
2015-06-18,0.0096
2015-07-12,0.0074
2015-08-05,0.0176
2015-08-29,0.0187
2015-09-22,0.0076
2015-10-16,0.0104
2015-11-09,0.0116
2015-12-03,0.0058
2015-12-27,0.0113
2016-01-20,0.0102
2016-02-13,0.0157
2016-03-08,0.0073
2016-04-01,0.0103
2016-04-25,0.0115
2016-05-19,0.0078
2017-04-20,-0.0029
2016-06-12,0.0088
2016-07-06,0.0173
2016-07-30,0.0082
2017-05-14,0.0001
2016-08-23,0.0102
2016-09-16,0.0095
2017-06-07,0.0025
2016-10-10,0.0109
2016-11-03,0.0113
2017-07-01,0.0045
2016-11-27,0.007
2016-12-21,0.0106
2017-07-25,0.0016
2017-01-14,0.0135
2017-02-07,0.0114
2017-08-18,-0.0068
2017-03-03,0.008
2017-03-27,0.0072
2017-09-11,-0.0007
2017-04-20,0.0106
2017-05-14,0.0066
2017-10-05,-0.001
2017-06-07,0.0099
2017-07-01,0.0104
2017-10-29,-0.0025
2017-07-25,0.0094
2017-08-18,0.0061
2017-11-22,-0.0028
2017-09-11,0.0076
2017-10-05,0.0085
2017-12-16,0.0054
2017-10-29,0.0093
2017-11-22,0.0067
2018-01-09,-0.0022
2017-12-16,0.0112
2018-01-09,0.0065
2018-02-02,0.0032
2018-02-02,0.0122
2018-02-26,0.0093
2018-02-26,0.0004
2018-03-22,0.0086
2018-04-15,0.0035
2018-03-22,0.0022
2018-05-09,0.0063
2018-06-02,0.0076
2018-04-15,-0.0064
2018-06-26,0.0066
2018-07-20,0.0082
2018-08-13,0.0045
2018-09-06,0.0078
2018-05-09,-0.0023
2018-09-30,0.0044
2018-10-24,0.0091
2018-06-02,-0.0031
2018-11-17,0.0071
2018-12-11,0.006
2018-06-26,-0.0028
2015-04-07,0.0
2015-05-01,-0.0019
2018-07-20,-0.0013
2015-06-18,-0.0036
2015-07-12,-0.0025
2018-08-13,-0.0043
2015-08-05,-0.0042
2015-08-29,0.0025
2015-09-22,0.0041
2018-09-06,-0.0002
2015-10-16,0.0071
2018-09-30,-0.0065
2015-11-09,0.0016
2015-12-03,-0.0005
2018-10-24,0.0018
2015-12-27,-0.0005
2016-01-20,0.0024
2018-11-17,-0.0005
2016-02-13,0.0011
2016-03-08,-0.0021
2018-12-11,0.0017
2016-04-01,-0.0043
2016-04-25,0.0031
2015-04-07,0.0
2016-05-19,-0.0021
2016-06-12,-0.0036
2016-07-06,0.0051
2016-07-30,-0.0025
2016-08-23,0.0017
2016-09-16,0.0018
2016-10-10,-0.0009
2016-11-03,0.0043
2016-11-27,0.003
2016-12-21,0.0007
2015-04-07,0.0
2015-05-01,-0.0017
2015-06-18,0.0009
2015-07-12,-0.001
2015-08-05,-0.002
2015-08-29,0.0032
2015-09-22,0.0026
2015-10-16,0.0043
2015-11-09,0.0041
2015-12-03,0.0002
2015-12-27,0.0033
2017-01-14,0.0054
2017-02-07,0.0056
2017-03-03,0.0027
2016-01-20,0.0028
2015-05-01,-0.0046
2016-02-13,0.0029
2016-03-08,0.002
2015-06-18,-0.0054
2016-04-01,0.0026
2016-04-25,0.0057
2017-10-05,0.0004
2017-10-29,-0.0001
2017-11-22,-0.0018
2016-05-19,0.0003
2016-06-12,0.0009
2017-12-16,0.0028
2015-07-12,-0.0072
2018-01-09,-0.0031
2018-02-02,0.0028
2016-07-06,0.0076
2016-07-30,0.0014
2016-08-23,0.0017
2018-02-26,0.0013
2015-08-05,-0.0091
2018-03-22,0.0019
2018-04-15,-0.0049
2015-08-29,-0.0012
2018-05-09,-0.0014
2018-06-02,-0.0011
2018-06-26,-0.0022
2018-07-20,0.0005
2015-09-22,0.0007
2018-08-13,-0.004
2018-09-06,0.0015
2015-10-16,-0.0006
2018-09-30,-0.0025
2018-10-24,0.0004
2015-11-09,-0.0033
2018-11-17,-0.0003
2018-12-11,0.0009
2015-12-03,0.0006
2015-04-07,0.0
2015-05-01,0.0004
2015-12-27,-0.0036
2015-06-18,0.0062
2015-07-12,0.001
2016-01-20,-0.0145
2015-08-05,-0.0078
2015-08-29,0.0033
2016-02-13,-0.0063
2015-09-22,0.0066
2016-03-08,-0.0192
2015-10-16,0.0054
2015-11-09,0.0019
2016-04-01,-0.0076
2015-12-03,-0.0002
2015-12-27,-0.0017
2016-04-25,-0.0033
2016-01-20,0.0004
2016-02-13,0.0022
2016-05-19,-0.0008
2016-03-08,0.0019
2016-06-12,-0.0072
2016-04-01,0.0028
2016-04-25,0.0035
2016-07-06,0.0023
2016-05-19,0.002
2016-06-12,0.0065
2016-07-30,-0.0043
2016-07-06,0.008
2016-07-30,0.0084
2016-08-23,-0.0019
2016-08-23,0.006
2016-09-16,0.0024
2016-09-16,-0.0033
2016-10-10,0.0033
2016-11-03,0.006
2016-10-10,-0.0047
2016-11-27,0.0044
2016-12-21,0.0032
2016-11-03,-0.004
2017-01-14,0.008
2017-02-07,0.0037
2016-11-27,0.0002
2017-03-03,0.0031
2016-12-21,-0.009
2017-03-27,0.0046
2017-04-20,0.0047
2017-01-14,-0.0022
2017-05-14,0.0008
2017-06-07,0.0075
2017-02-07,-0.0016
2017-07-01,0.0075
2017-07-25,0.0044
2017-03-03,-0.0029
2017-08-18,0.0049
2017-09-11,0.0018
2017-03-27,-0.0064
2017-10-05,0.005
2017-10-29,0.001
2017-04-20,0.0001
2017-11-22,0.0036
2017-12-16,0.0022
2018-01-09,0.0029
2018-02-02,0.0081
2018-02-26,0.0018
2018-03-22,0.0059
2018-04-15,-0.0011
2018-05-09,0.0032
2018-06-02,0.0024
2018-06-26,0.0033
2017-05-14,-0.0049
2018-07-20,0.0039
2018-08-13,-0.0011
2017-06-07,0.0
2018-09-06,0.0045
2018-09-30,-0.0008
2017-07-01,-0.0012
2018-10-24,0.0027
2018-11-17,-0.0004
2017-07-25,-0.0024
2018-12-11,0.0035
2017-08-18,-0.0026
2017-09-11,-0.0057
2017-10-05,-0.0027
2017-10-29,-0.0051
2017-11-22,-0.0054
2017-12-16,-0.0013
2018-01-09,-0.0049
2018-02-02,-0.0016
2018-02-26,-0.0039
2018-03-22,-0.0025
2018-04-15,-0.0079
2018-05-09,-0.0042
2018-06-02,-0.0031
2018-06-26,-0.0042
2018-07-20,-0.0025
2018-08-13,-0.0033
2018-09-06,-0.0032
2018-09-30,-0.0069
2018-10-24,-0.0031
2018-11-17,-0.0047
2018-12-11,-0.004
2015-04-07,0.0
2015-05-01,-0.0041
2015-06-18,-0.0013
2015-07-12,-0.0044
2015-08-05,-0.0044
2015-08-29,0.0012
2015-09-22,0.0038
2015-10-16,0.0047
2015-11-09,0.0014
2015-12-03,-0.0016
2015-12-27,0.0005
2016-01-20,0.0047
2016-02-13,-0.0008
2016-03-08,-0.0028
2016-04-01,-0.0048
2016-04-25,0.0032
2016-05-19,-0.0012
2016-06-12,-0.0043
2016-07-06,0.0043
2016-07-30,-0.0015
2016-08-23,-0.0014
2016-09-16,0.0012
2016-10-10,0.0011
2016-11-03,0.0021
2016-11-27,0.0006
2016-12-21,-0.0003
2017-01-14,0.0051
2017-02-07,0.0042
2017-03-03,0.0016
2017-03-27,-0.0019
2017-04-20,0.0009
2017-05-14,-0.0022
2017-06-07,0.0044
2017-07-01,0.0034
2017-07-25,0.002
2017-08-18,-0.0021
2017-09-11,-0.0033
2015-04-07,0.0
2018-04-15,-0.0015
2018-05-09,-0.0027
2018-06-02,-0.0006
2018-06-26,0.0008
2018-07-20,0.0014
2018-08-13,-0.004
2018-09-06,0.0017
2018-09-30,-0.0002
2018-10-24,-0.0058
2018-11-17,0.0047
2018-12-11,0.0016
2018-10-24,0.0036
2018-11-17,0.0045
2018-12-11,-0.0047
2015-05-01,-0.0003
2015-04-07,0.0
2015-06-18,0.0025
2015-05-01,-0.0015
2015-06-18,0.0004
2015-07-12,0.0011
2015-07-12,0.0003
2015-08-05,0.0032
2015-08-05,-0.0002
2015-08-29,0.0025
2015-09-22,0.0081
2015-08-29,0.0001
2015-10-16,-0.0068
2015-11-09,0.0072
2015-09-22,0.0078
2015-12-03,-0.0017
2015-10-16,0.0087
2015-12-27,0.0036
2016-01-20,0.0048
2015-11-09,0.0115
2016-02-13,-0.0023
2016-03-08,-0.0008
2015-12-03,0.0014
2016-04-01,0.002
2016-04-25,0.0056
2015-12-27,0.0039
2016-05-19,0.0036
2016-06-12,-0.0012
2016-01-20,0.0039
2016-07-06,0.0078
2016-07-30,0.0032
2016-02-13,0.0024
2016-08-23,0.0056
2016-09-16,0.003
2016-10-10,0.006
2016-11-03,0.0028
2016-11-27,0.0071
2016-12-21,-0.0118
2017-01-14,0.0155
2017-02-07,0.01
2017-03-03,0.0179
2017-03-27,0.0008
2017-04-20,0.0024
2017-05-14,0.0001
2017-06-07,0.0046
2017-07-01,0.0046
2017-07-25,0.0095
2017-08-18,0.002
2016-03-08,0.0029
2017-09-11,-0.0022
2017-10-05,0.006
2016-04-01,0.001
2017-10-29,0.0016
